"Area" "Item" "Year" "yield" "rain" "pest" "temp"
"492" "Argentina" "Maize" 1997 45557 591 77691 18.29
"494" "Argentina" "Potatoes" 1997 268502 591 77691 18.29
"496" "Argentina" "Rice, paddy" 1997 53703 591 77691 18.29
"498" "Argentina" "Sorghum" 1997 36845 591 77691 18.29
"500" "Argentina" "Soybeans" 1997 17212 591 77691 18.29
"502" "Argentina" "Sweet potatoes" 1997 145662 591 77691 18.29
"504" "Argentina" "Wheat" 1997 22426 591 77691 18.29
"506" "Argentina" "Cassava" 1998 100000 591 62397 17.23
"508" "Argentina" "Maize" 1998 60780 591 62397 17.23
"510" "Argentina" "Potatoes" 1998 293744 591 62397 17.23
"512" "Argentina" "Rice, paddy" 1998 47762 591 62397 17.23
"514" "Argentina" "Sorghum" 1998 48105 591 62397 17.23
"516" "Argentina" "Soybeans" 1998 26937 591 62397 17.23
"518" "Argentina" "Sweet potatoes" 1998 175055 591 62397 17.23
"520" "Argentina" "Wheat" 1998 26088 591 62397 17.23
"522" "Argentina" "Cassava" 1999 100000 591 62831.39 17.15
"524" "Argentina" "Maize" 1999 53702 591 62831.39 17.15
"526" "Argentina" "Potatoes" 1999 238938 591 62831.39 17.15
"528" "Argentina" "Rice, paddy" 1999 57337 591 62831.39 17.15
"530" "Argentina" "Sorghum" 1999 43845 591 62831.39 17.15
"532" "Argentina" "Soybeans" 1999 24450 591 62831.39 17.15
"534" "Argentina" "Sweet potatoes" 1999 143991 591 62831.39 17.15
"536" "Argentina" "Wheat" 1999 23028 591 62831.39 17.15
"538" "Argentina" "Cassava" 2000 100000 591 63265.78 16.98
"540" "Argentina" "Maize" 2000 54329 591 63265.78 16.98
"542" "Argentina" "Potatoes" 2000 277566 591 63265.78 16.98
"544" "Argentina" "Rice, paddy" 2000 47798 591 63265.78 16.98
"546" "Argentina" "Sorghum" 2000 46477 591 63265.78 16.98
"548" "Argentina" "Soybeans" 2000 23312 591 63265.78 16.98
"550" "Argentina" "Sweet potatoes" 2000 151462 591 63265.78 16.98
"552" "Argentina" "Wheat" 2000 24873 591 63265.78 16.98
"554" "Argentina" "Cassava" 2001 100000 591 63700.17 17.71
"556" "Argentina" "Maize" 2001 54553 591 63700.17 17.71
"558" "Argentina" "Potatoes" 2001 283768 591 63700.17 17.71
"560" "Argentina" "Rice, paddy" 2001 57495 591 63700.17 17.71
"562" "Argentina" "Sorghum" 2001 47429 591 63700.17 17.71
"564" "Argentina" "Soybeans" 2001 25846 591 63700.17 17.71
"566" "Argentina" "Sweet potatoes" 2001 155212 591 63700.17 17.71
"568" "Argentina" "Wheat" 2001 24934 591 63700.17 17.71
"570" "Argentina" "Cassava" 2002 100000 591 64134.56 17.58
"572" "Argentina" "Maize" 2002 60791 591 64134.56 17.58
"574" "Argentina" "Potatoes" 2002 251347 591 64134.56 17.58
"576" "Argentina" "Rice, paddy" 2002 57197 591 64134.56 17.58
"578" "Argentina" "Sorghum" 2002 52691 591 64134.56 17.58
"580" "Argentina" "Soybeans" 2002 26304 591 64134.56 17.58
"582" "Argentina" "Sweet potatoes" 2002 155890 591 64134.56 17.58
"584" "Argentina" "Wheat" 2002 22398 591 64134.56 17.58
"586" "Argentina" "Cassava" 2004 100000 591 65003.34 17.67
"588" "Argentina" "Maize" 2004 63931 591 65003.34 17.67
"590" "Argentina" "Potatoes" 2004 288717 591 65003.34 17.67
"592" "Argentina" "Rice, paddy" 2004 62661 591 65003.34 17.67
"594" "Argentina" "Sorghum" 2004 45531 591 65003.34 17.67
"596" "Argentina" "Soybeans" 2004 22075 591 65003.34 17.67
"598" "Argentina" "Sweet potatoes" 2004 154867 591 65003.34 17.67
"600" "Argentina" "Wheat" 2004 25441 591 65003.34 17.67
"602" "Argentina" "Cassava" 2005 100000 591 65437.73 17.32
"604" "Argentina" "Maize" 2005 73587 591 65437.73 17.32
"606" "Argentina" "Potatoes" 2005 283917 591 65437.73 17.32
"608" "Argentina" "Rice, paddy" 2005 60165 591 65437.73 17.32
"610" "Argentina" "Sorghum" 2005 51872 591 65437.73 17.32
"612" "Argentina" "Soybeans" 2005 27287 591 65437.73 17.32
"614" "Argentina" "Sweet potatoes" 2005 154472 591 65437.73 17.32
"616" "Argentina" "Wheat" 2005 26356 591 65437.73 17.32
"618" "Argentina" "Cassava" 2006 100000 591 65872.12 18.1
"620" "Argentina" "Maize" 2006 59030 591 65872.12 18.1
"622" "Argentina" "Potatoes" 2006 285828 591 65872.12 18.1
"624" "Argentina" "Rice, paddy" 2006 70610 591 65872.12 18.1
"626" "Argentina" "Sorghum" 2006 46778 591 65872.12 18.1
"628" "Argentina" "Soybeans" 2006 26793 591 65872.12 18.1
"630" "Argentina" "Sweet potatoes" 2006 143478 591 65872.12 18.1
"632" "Argentina" "Wheat" 2006 25302 591 65872.12 18.1
"634" "Argentina" "Cassava" 2007 100000 591 81582.64 16.71
"636" "Argentina" "Maize" 2007 76655 591 81582.64 16.71
"638" "Argentina" "Potatoes" 2007 286765 591 81582.64 16.71
"640" "Argentina" "Rice, paddy" 2007 65604 591 81582.64 16.71
"642" "Argentina" "Sorghum" 2007 47021 591 81582.64 16.71
"644" "Argentina" "Soybeans" 2007 29712 591 81582.64 16.71
"646" "Argentina" "Sweet potatoes" 2007 141667 591 81582.64 16.71
"648" "Argentina" "Wheat" 2007 26234 591 81582.64 16.71
"650" "Argentina" "Cassava" 2008 100000 591 87149.01 17.71
"652" "Argentina" "Maize" 2008 64525 591 87149.01 17.71
"654" "Argentina" "Potatoes" 2008 279412 591 87149.01 17.71
"656" "Argentina" "Rice, paddy" 2008 68278 591 87149.01 17.71
"658" "Argentina" "Sorghum" 2008 47474 591 87149.01 17.71
"660" "Argentina" "Soybeans" 2008 28216 591 87149.01 17.71
"662" "Argentina" "Sweet potatoes" 2008 145105 591 87149.01 17.71
"664" "Argentina" "Wheat" 2008 28271 591 87149.01 17.71
"666" "Argentina" "Cassava" 2009 101695 591 61586.56 18.16
"668" "Argentina" "Maize" 2009 55760 591 61586.56 18.16
"670" "Argentina" "Potatoes" 2009 284439 591 61586.56 18.16
"672" "Argentina" "Rice, paddy" 2009 68842 591 61586.56 18.16
"674" "Argentina" "Sorghum" 2009 38752 591 61586.56 18.16
"676" "Argentina" "Soybeans" 2009 18480 591 61586.56 18.16
"678" "Argentina" "Sweet potatoes" 2009 151208 591 61586.56 18.16
"680" "Argentina" "Wheat" 2009 19628 591 61586.56 18.16
"682" "Argentina" "Cassava" 2010 101000 591 105915.04 17.33
"684" "Argentina" "Maize" 2010 78040 591 105915.04 17.33
"686" "Argentina" "Potatoes" 2010 289849 591 105915.04 17.33
"688" "Argentina" "Rice, paddy" 2010 57646 591 105915.04 17.33
"690" "Argentina" "Sorghum" 2010 48163 591 105915.04 17.33
"692" "Argentina" "Soybeans" 2010 29053 591 105915.04 17.33
"694" "Argentina" "Sweet potatoes" 2010 149382 591 105915.04 17.33
"696" "Argentina" "Wheat" 2010 27113 591 105915.04 17.33
"698" "Argentina" "Cassava" 2011 100000 591 100424.62 17.58
"700" "Argentina" "Maize" 2011 63503 591 100424.62 17.58
"702" "Argentina" "Potatoes" 2011 286657 591 100424.62 17.58
"704" "Argentina" "Rice, paddy" 2011 67901 591 100424.62 17.58
"706" "Argentina" "Sorghum" 2011 44029 591 100424.62 17.58
"708" "Argentina" "Soybeans" 2011 26053 591 100424.62 17.58
"710" "Argentina" "Sweet potatoes" 2011 148754 591 100424.62 17.58
"712" "Argentina" "Wheat" 2011 35063 591 100424.62 17.58
"714" "Argentina" "Cassava" 2012 100000 591 136185.08 18.18
"716" "Argentina" "Maize" 2012 57346 591 136185.08 18.18
"718" "Argentina" "Potatoes" 2012 287821 591 136185.08 18.18
"720" "Argentina" "Rice, paddy" 2012 66617 591 136185.08 18.18
"722" "Argentina" "Sorghum" 2012 46534 591 136185.08 18.18
"724" "Argentina" "Soybeans" 2012 22814 591 136185.08 18.18
"726" "Argentina" "Sweet potatoes" 2012 148126 591 136185.08 18.18
"728" "Argentina" "Wheat" 2012 32199 591 136185.08 18.18
"730" "Argentina" "Cassava" 2013 99459 591 171945.54 16.45
"732" "Argentina" "Maize" 2013 66037 591 171945.54 16.45
"734" "Argentina" "Potatoes" 2013 288984 591 171945.54 16.45
"736" "Argentina" "Rice, paddy" 2013 67187 591 171945.54 16.45
"738" "Argentina" "Sorghum" 2013 40852 591 171945.54 16.45
"740" "Argentina" "Soybeans" 2013 25391 591 171945.54 16.45
"742" "Argentina" "Sweet potatoes" 2013 147498 591 171945.54 16.45
"744" "Argentina" "Wheat" 2013 26581 591 171945.54 16.45
"746" "Armenia" "Maize" 1992 32344 562 8 7.44
"747" "Armenia" "Potatoes" 1992 111301 562 8 7.44
"748" "Armenia" "Wheat" 1992 21600 562 8 7.44
"749" "Armenia" "Maize" 1993 32261 562 8 7.69
"750" "Armenia" "Potatoes" 1993 134416 562 8 7.69
"751" "Armenia" "Wheat" 1993 22257 562 8 7.69
"752" "Armenia" "Maize" 1994 32667 562 23 8.84
"753" "Armenia" "Potatoes" 1994 131195 562 23 8.84
"754" "Armenia" "Wheat" 1994 17842 562 23 8.84
"755" "Armenia" "Maize" 1995 18261 562 23.9 9.76
"756" "Armenia" "Potatoes" 1995 131196 562 23.9 9.76
"757" "Armenia" "Wheat" 1995 25480 562 23.9 9.76
"758" "Armenia" "Maize" 1996 22239 562 32 9.55
"759" "Armenia" "Potatoes" 1996 129626 562 32 9.55
"760" "Armenia" "Wheat" 1996 23569 562 32 9.55
"761" "Armenia" "Maize" 1997 45548 562 41.46 9.1
"762" "Armenia" "Potatoes" 1997 109362 562 41.46 9.1
"763" "Armenia" "Wheat" 1997 17009 562 41.46 9.1
"764" "Armenia" "Maize" 1998 26082 562 50.92 10.28
"765" "Armenia" "Potatoes" 1998 134409 562 50.92 10.28
"766" "Armenia" "Wheat" 1998 20651 562 50.92 10.28
"767" "Armenia" "Maize" 1999 40303 562 60.38 10.11
"768" "Armenia" "Potatoes" 1999 130618 562 60.38 10.11
"769" "Armenia" "Wheat" 1999 19466 562 60.38 10.11
"770" "Armenia" "Maize" 2000 23178 562 69.85 9.68
"771" "Armenia" "Potatoes" 2000 87349 562 69.85 9.68
"772" "Armenia" "Wheat" 2000 16679 562 69.85 9.68
"773" "Armenia" "Maize" 2001 37913 562 79.31 10.18
"774" "Armenia" "Potatoes" 2001 114619 562 79.31 10.18
"775" "Armenia" "Wheat" 2001 22263 562 79.31 10.18
"776" "Armenia" "Maize" 2002 37380 562 88.77 9.41
"777" "Armenia" "Potatoes" 2002 122814 562 88.77 9.41
"778" "Armenia" "Wheat" 2002 23877 562 88.77 9.41
"779" "Armenia" "Maize" 2004 61791 562 204.77 9.55
"780" "Armenia" "Potatoes" 2004 161509 562 204.77 9.55
"781" "Armenia" "Wheat" 2004 23416 562 204.77 9.55
"782" "Armenia" "Maize" 2005 44692 562 220.51 9.58
"783" "Armenia" "Potatoes" 2005 164459 562 220.51 9.58
"784" "Armenia" "Wheat" 2005 20252 562 220.51 9.58
"785" "Armenia" "Maize" 2006 33271 562 227.55 9.89
"786" "Armenia" "Potatoes" 2006 163418 562 227.55 9.89
"787" "Armenia" "Wheat" 2006 14627 562 227.55 9.89
"788" "Armenia" "Maize" 2007 53262 562 241.71 9.44
"789" "Armenia" "Potatoes" 2007 184719 562 241.71 9.44
"790" "Armenia" "Wheat" 2007 25837 562 241.71 9.44
"791" "Armenia" "Maize" 2008 53424 562 218.2 9.51
"792" "Armenia" "Potatoes" 2008 189096 562 218.2 9.51
"793" "Armenia" "Wheat" 2008 24322 562 218.2 9.51
"794" "Armenia" "Maize" 2009 57763 562 198.36 9.67
"795" "Armenia" "Potatoes" 2009 185496 562 198.36 9.67
"796" "Armenia" "Wheat" 2009 22374 562 198.36 9.67
"797" "Armenia" "Maize" 2010 46724 562 278.72 11.31
"798" "Armenia" "Potatoes" 2010 170146 562 278.72 11.31
"799" "Armenia" "Wheat" 2010 21192 562 278.72 11.31
"800" "Armenia" "Maize" 2011 54257 562 278.72 8.93
"801" "Armenia" "Potatoes" 2011 194426 562 278.72 8.93
"802" "Armenia" "Wheat" 2011 28800 562 278.72 8.93
"803" "Armenia" "Maize" 2012 62215 562 278.72 10.2
"804" "Armenia" "Potatoes" 2012 207151 562 278.72 10.2
"805" "Armenia" "Wheat" 2012 26010 562 278.72 10.2
"806" "Armenia" "Maize" 2013 67114 562 278.72 11.08
"807" "Armenia" "Potatoes" 2013 215290 562 278.72 11.08
"808" "Armenia" "Wheat" 2013 31273 562 278.72 11.08
"809" "Australia" "Maize" 1990 41821 534 17866 16.8
"815" "Australia" "Potatoes" 1990 289832 534 17866 16.8
"821" "Australia" "Rice, paddy" 1990 88000 534 17866 16.8
"827" "Australia" "Sorghum" 1990 24883 534 17866 16.8
"833" "Australia" "Soybeans" 1990 15718 534 17866 16.8
"839" "Australia" "Sweet potatoes" 1990 137140 534 17866 16.8
"845" "Australia" "Wheat" 1990 16344 534 17866 16.8
"851" "Australia" "Maize" 1991 39938 534 17866 16.78
"857" "Australia" "Potatoes" 1991 285359 534 17866 16.78
"863" "Australia" "Rice, paddy" 1991 88427 534 17866 16.78
"869" "Australia" "Sorghum" 1991 19865 534 17866 16.78
"875" "Australia" "Soybeans" 1991 15551 534 17866 16.78
"881" "Australia" "Sweet potatoes" 1991 151142 534 17866 16.78
"887" "Australia" "Wheat" 1991 14698 534 17866 16.78
"893" "Australia" "Maize" 1992 51721 534 22234 15.78
"899" "Australia" "Potatoes" 1992 289220 534 22234 15.78
"905" "Australia" "Rice, paddy" 1992 88346 534 22234 15.78
"911" "Australia" "Sorghum" 1992 25431 534 22234 15.78
"917" "Australia" "Soybeans" 1992 21141 534 22234 15.78
"923" "Australia" "Sweet potatoes" 1992 127548 534 22234 15.78
"929" "Australia" "Wheat" 1992 17812 534 22234 15.78
"935" "Australia" "Maize" 1993 44261 534 23899 16.71
"941" "Australia" "Potatoes" 1993 290981 534 23899 16.71
"947" "Australia" "Rice, paddy" 1993 76400 534 23899 16.71
"953" "Australia" "Sorghum" 1993 12834 534 23899 16.71
"959" "Australia" "Soybeans" 1993 16168 534 23899 16.71
"965" "Australia" "Sweet potatoes" 1993 132702 534 23899 16.71
"971" "Australia" "Wheat" 1993 19658 534 23899 16.71
"977" "Australia" "Maize" 1994 46620 534 21057 16.43
"983" "Australia" "Potatoes" 1994 294270 534 21057 16.43
"989" "Australia" "Rice, paddy" 1994 81537 534 21057 16.43
"995" "Australia" "Sorghum" 1994 21697 534 21057 16.43
"1001" "Australia" "Soybeans" 1994 19999 534 21057 16.43
"1007" "Australia" "Sweet potatoes" 1994 140961 534 21057 16.43
"1013" "Australia" "Wheat" 1994 11356 534 21057 16.43
"1019" "Australia" "Maize" 1995 48263 534 25598 16.14
"1025" "Australia" "Potatoes" 1995 298183 534 25598 16.14
"1031" "Australia" "Rice, paddy" 1995 88003 534 25598 16.14
"1037" "Australia" "Sorghum" 1995 18555 534 25598 16.14
"1043" "Australia" "Soybeans" 1995 15318 534 25598 16.14
"1049" "Australia" "Sweet potatoes" 1995 155252 534 25598 16.14
"1055" "Australia" "Wheat" 1995 17899 534 25598 16.14
"1061" "Australia" "Maize" 1996 57689 534 31185 16.12
"1067" "Australia" "Potatoes" 1996 312853 534 31185 16.12
"1073" "Australia" "Rice, paddy" 1996 63540 534 31185 16.12
"1079" "Australia" "Sorghum" 1996 20677 534 31185 16.12
"1085" "Australia" "Soybeans" 1996 18740 534 31185 16.12
"1091" "Australia" "Sweet potatoes" 1996 172474 534 31185 16.12
"1097" "Australia" "Wheat" 1996 21673 534 31185 16.12
"1103" "Australia" "Maize" 1997 59403 534 34091 16.48
"1109" "Australia" "Potatoes" 1997 313056 534 34091 16.48
"1115" "Australia" "Rice, paddy" 1997 83263 534 34091 16.48
"1121" "Australia" "Sorghum" 1997 26195 534 34091 16.48
"1127" "Australia" "Soybeans" 1997 18974 534 34091 16.48
"1133" "Australia" "Sweet potatoes" 1997 244444 534 34091 16.48
"1139" "Australia" "Wheat" 1997 18412 534 34091 16.48
"1145" "Australia" "Maize" 1998 47544 534 37215 16.28
"1151" "Australia" "Potatoes" 1998 322292 534 37215 16.28
"1157" "Australia" "Rice, paddy" 1998 94256 534 37215 16.28
"1163" "Australia" "Sorghum" 1998 21321 534 37215 16.28
"1169" "Australia" "Soybeans" 1998 17035 534 37215 16.28
"1175" "Australia" "Sweet potatoes" 1998 276923 534 37215 16.28
"1181" "Australia" "Wheat" 1998 19153 534 37215 16.28
"1187" "Australia" "Maize" 1999 51212 534 34200 16.77
"1193" "Australia" "Potatoes" 1999 321265 534 34200 16.77
"1199" "Australia" "Rice, paddy" 1999 91615 534 34200 16.77
"1205" "Australia" "Sorghum" 1999 32215 534 34200 16.77
"1211" "Australia" "Soybeans" 1999 22667 534 34200 16.77
"1217" "Australia" "Sweet potatoes" 1999 275000 534 34200 16.77
"1223" "Australia" "Wheat" 1999 20066 534 34200 16.77
"1229" "Australia" "Maize" 2000 49360 534 33475 17.08
"1235" "Australia" "Potatoes" 2000 284527 534 33475 17.08
"1241" "Australia" "Rice, paddy" 2000 82573 534 33475 17.08
"1247" "Australia" "Sorghum" 2000 34003 534 33475 17.08
"1253" "Australia" "Soybeans" 2000 18714 534 33475 17.08
"1259" "Australia" "Sweet potatoes" 2000 317647 534 33475 17.08
"1265" "Australia" "Wheat" 2000 18209 534 33475 17.08
"1271" "Australia" "Maize" 2001 46471 534 32710 16.63
"1277" "Australia" "Potatoes" 2001 328633 534 32710 16.63
"1283" "Australia" "Rice, paddy" 2001 93071 534 32710 16.63
"1289" "Australia" "Sorghum" 2001 25539 534 32710 16.63
"1295" "Australia" "Soybeans" 2001 14626 534 32710 16.63
"1301" "Australia" "Sweet potatoes" 2001 333333 534 32710 16.63
"1307" "Australia" "Wheat" 2001 18209 534 32710 16.63
"1313" "Australia" "Maize" 2002 54929 534 26651 16.63
"1319" "Australia" "Potatoes" 2002 351358 534 26651 16.63
"1325" "Australia" "Rice, paddy" 2002 82580 534 26651 16.63
"1331" "Australia" "Sorghum" 2002 24561 534 26651 16.63
"1337" "Australia" "Soybeans" 2002 19487 534 26651 16.63
"1343" "Australia" "Sweet potatoes" 2002 347368 534 26651 16.63
"1349" "Australia" "Wheat" 2002 21076 534 26651 16.63
"1355" "Australia" "Maize" 2004 56326 534 36276 16.64
"1361" "Australia" "Potatoes" 2004 362787 534 36276 16.64
"1367" "Australia" "Rice, paddy" 2004 83305 534 36276 16.64
"1373" "Australia" "Sorghum" 2004 27367 534 36276 16.64
"1379" "Australia" "Soybeans" 2004 22136 534 36276 16.64
"1385" "Australia" "Sweet potatoes" 2004 333333 534 36276 16.64
"1391" "Australia" "Wheat" 2004 19998 534 36276 16.64
"1397" "Australia" "Maize" 2005 57983 534 34310 16.93
"1403" "Australia" "Potatoes" 2005 344117 534 34310 16.93
"1409" "Australia" "Rice, paddy" 2005 66168 534 34310 16.93
"1415" "Australia" "Sorghum" 2005 26629 534 34310 16.93
"1421" "Australia" "Soybeans" 2005 16810 534 34310 16.93
"1427" "Australia" "Sweet potatoes" 2005 336000 534 34310 16.93
"1433" "Australia" "Wheat" 2005 16348 534 34310 16.93
"1439" "Australia" "Maize" 2006 53856 534 35900 16.75
"1445" "Australia" "Potatoes" 2006 354317 534 35900 16.75
"1451" "Australia" "Rice, paddy" 2006 98176 534 35900 16.75
"1457" "Australia" "Sorghum" 2006 25205 534 35900 16.75
"1463" "Australia" "Soybeans" 2006 20993 534 35900 16.75
"1469" "Australia" "Sweet potatoes" 2006 278748 534 35900 16.75
"1475" "Australia" "Wheat" 2006 20213 534 35900 16.75
"1481" "Australia" "Maize" 2007 49103 534 32446.25 17.49
"1487" "Australia" "Potatoes" 2007 355463 534 32446.25 17.49
"1493" "Australia" "Rice, paddy" 2007 82609 534 32446.25 17.49
"1499" "Australia" "Sorghum" 2007 20918 534 32446.25 17.49
"1505" "Australia" "Soybeans" 2007 19730 534 32446.25 17.49
"1511" "Australia" "Sweet potatoes" 2007 346237 534 32446.25 17.49
"1517" "Australia" "Wheat" 2007 9173 534 32446.25 17.49
"1523" "Australia" "Maize" 2008 56912 534 42935.38 16.7
"1529" "Australia" "Potatoes" 2008 381224 534 42935.38 16.7
"1535" "Australia" "Rice, paddy" 2008 75988 534 42935.38 16.7
"1541" "Australia" "Sorghum" 2008 40252 534 42935.38 16.7
"1547" "Australia" "Soybeans" 2008 23289 534 42935.38 16.7
"1553" "Australia" "Sweet potatoes" 2008 266530 534 42935.38 16.7
"1559" "Australia" "Wheat" 2008 10788 534 42935.38 16.7
"1565" "Australia" "Maize" 2009 58171 534 38065.68 17.39
"1571" "Australia" "Potatoes" 2009 361747 534 38065.68 17.39
"1577" "Australia" "Rice, paddy" 2009 84609 534 38065.68 17.39
"1583" "Australia" "Sorghum" 2009 35096 534 38065.68 17.39
"1589" "Australia" "Soybeans" 2009 18926 534 38065.68 17.39
"1595" "Australia" "Sweet potatoes" 2009 250797 534 38065.68 17.39
"1601" "Australia" "Wheat" 2009 15831 534 38065.68 17.39
"1607" "Australia" "Maize" 2010 55593 534 42169.39 16.72
"1613" "Australia" "Potatoes" 2010 351334 534 42169.39 16.72
"1619" "Australia" "Rice, paddy" 2010 103895 534 42169.39 16.72
"1625" "Australia" "Sorghum" 2010 30279 534 42169.39 16.72
"1631" "Australia" "Soybeans" 2010 19042 534 42169.39 16.72
"1637" "Australia" "Sweet potatoes" 2010 305974 534 42169.39 16.72
"1643" "Australia" "Wheat" 2010 15729 534 42169.39 16.72
"1649" "Australia" "Maize" 2011 57390 534 47632.99 16.9
"1655" "Australia" "Potatoes" 2011 350887 534 47632.99 16.9
"1661" "Australia" "Rice, paddy" 2011 95441 534 47632.99 16.9
"1667" "Australia" "Sorghum" 2011 30558 534 47632.99 16.9
"1673" "Australia" "Soybeans" 2011 17136 534 47632.99 16.9
"1679" "Australia" "Sweet potatoes" 2011 319252 534 47632.99 16.9
"1685" "Australia" "Wheat" 2011 20301 534 47632.99 16.9
"1691" "Australia" "Maize" 2012 64654 534 48687.88 16.84
"1697" "Australia" "Potatoes" 2012 382592 534 48687.88 16.84
"1703" "Australia" "Rice, paddy" 2012 89098 534 48687.88 16.84
"1709" "Australia" "Sorghum" 2012 33960 534 48687.88 16.84
"1715" "Australia" "Soybeans" 2012 22598 534 48687.88 16.84
"1721" "Australia" "Sweet potatoes" 2012 331853 534 48687.88 16.84
"1727" "Australia" "Wheat" 2012 21511 534 48687.88 16.84
"1733" "Australia" "Maize" 2013 64441 534 45177.18 17.39
"1739" "Australia" "Potatoes" 2013 385434 534 45177.18 17.39
"1745" "Australia" "Rice, paddy" 2013 102177 534 45177.18 17.39
"1751" "Australia" "Sorghum" 2013 34419 534 45177.18 17.39
"1757" "Australia" "Soybeans" 2013 22336 534 45177.18 17.39
"1763" "Australia" "Sweet potatoes" 2013 344391 534 45177.18 17.39
"1769" "Australia" "Wheat" 2013 17609 534 45177.18 17.39
"1775" "Austria" "Maize" 1990 81800 1110 4246 9.23
"1776" "Austria" "Potatoes" 1990 249854 1110 4246 9.23
"1777" "Austria" "Soybeans" 1990 19046 1110 4246 9.23
"1778" "Austria" "Wheat" 1990 50479 1110 4246 9.23
"1779" "Austria" "Maize" 1991 84800 1110 4487 8.15
"1780" "Austria" "Potatoes" 1991 236372 1110 4487 8.15
"1781" "Austria" "Soybeans" 1991 24958 1110 4487 8.15
"1782" "Austria" "Wheat" 1991 50735 1110 4487 8.15
"1783" "Austria" "Maize" 1992 64800 1110 3897 9.49
"1784" "Austria" "Potatoes" 1992 223470 1110 3897 9.49
"1785" "Austria" "Soybeans" 1992 17480 1110 3897 9.49
"1786" "Austria" "Wheat" 1992 53938 1110 3897 9.49
"1787" "Austria" "Maize" 1993 89710 1110 3984 8.48
"1788" "Austria" "Potatoes" 1993 284925 1110 3984 8.48
"1789" "Austria" "Soybeans" 1993 23168 1110 3984 8.48
"1790" "Austria" "Wheat" 1993 42246 1110 3984 8.48
"1791" "Austria" "Maize" 1994 79160 1110 3619 9.89
"1792" "Austria" "Potatoes" 1994 199650 1110 3619 9.89
"1793" "Austria" "Soybeans" 1994 22505 1110 3619 9.89
"1794" "Austria" "Wheat" 1994 52088 1110 3619 9.89
"1795" "Austria" "Maize" 1995 85000 1110 3402 8.79
"1796" "Austria" "Potatoes" 1995 267949 1110 3402 8.79
"1797" "Austria" "Soybeans" 1995 22768 1110 3402 8.79
"1798" "Austria" "Wheat" 1995 50856 1110 3402 8.79
"1799" "Austria" "Maize" 1996 86200 1110 3565 7.4
"1800" "Austria" "Potatoes" 1996 291997 1110 3565 7.4
"1801" "Austria" "Soybeans" 1996 20100 1110 3565 7.4
"1802" "Austria" "Wheat" 1996 50069 1110 3565 7.4
"1803" "Austria" "Maize" 1997 97800 1110 3689.6 8.37
"1804" "Austria" "Potatoes" 1997 288325 1110 3689.6 8.37
"1805" "Austria" "Soybeans" 1997 22000 1110 3689.6 8.37
"1806" "Austria" "Wheat" 1997 52044 1110 3689.6 8.37
"1807" "Austria" "Maize" 1998 96100 1110 3340.3 9.01
"1808" "Austria" "Potatoes" 1998 283064 1110 3340.3 9.01
"1809" "Austria" "Soybeans" 1998 25189 1110 3340.3 9.01
